"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","url","response","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","runnerFPS","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","currentTrial","obstacle_idx","obstacle_initial_x","obstacle_initial_y"
"","","","","","html-keyboard-response","26","101484","0.0-9.0-1.4","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","650.99","333.99999999136213","2554.6999999284744","","","","","","","","","","5","6","625","350"
"","","","","","html-keyboard-response","27","104492","0.0-9.0-0.5","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","62.00637800000042","322.3","308.07114317029976","253.89","2","6","","",""
"","","","","","html-keyboard-response","28","107132","0.0-9.0-1.5","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","325.0099999992894","295.0000037699757","2639.600000023842","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","28","107132","0.0-9.0-1.5","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","325.0099999992894","295.0000037699757","2639.600000023842","","","","","","","","","","6","2","375","350"
"","","","","","html-keyboard-response","29","110144","0.0-9.0-0.6","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","62.00656100000024","604.4000000000001","596.8711431702998","394.5","10","7","","",""
"","","","","","html-keyboard-response","30","112614","0.0-9.0-1.6","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","408.99000000000007","308.0000000400291","2469.0999999046326","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","30","112614","0.0-9.0-1.6","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","408.99000000000007","308.0000000400291","2469.0999999046326","","","","","","","","","","7","2","375","350"
"","","","","","html-keyboard-response","31","115626","0.0-9.0-0.7","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","62.00589000000032","322.3","379.3711431702997","245.25","1","8","","",""
"","","","","","html-keyboard-response","32","118117","0.0-9.0-1.7","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","644","279.01","2489.5","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","32","118117","0.0-9.0-1.7","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","644","279.01","2489.5","","","","","","","","","","8","5","625","250"
"","","","","","html-keyboard-response","33","121125","0.0-9.0-0.8","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","60.0057600000003","604.4000000000001","575.4211431702997","266.76","12","9","","",""
"","","","","","html-keyboard-response","34","123469","0.0-9.0-1.8","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","409.9903187663467","291.00250473849934","2342.2999999523163","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","34","123469","0.0-9.0-1.8","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","409.9903187663467","291.00250473849934","2342.2999999523163","","","","","","","","","","9","3","500","250"
"","","","","","html-keyboard-response","35","126478","0.0-9.0-0.9","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","60.00353999999963","604.4000000000001","575.4211431702997","266.76","12","10","","",""
"","","","","","html-keyboard-response","36","128911","0.0-9.0-1.9","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","399.00013862676735","283.0099990390848","2431.0999999046326","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","36","128911","0.0-9.0-1.9","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","399.00013862676735","283.0099990390848","2431.0999999046326","","","","","","","","","","10","6","625","350"
"","","","","","html-keyboard-response","37","131923","0.0-9.0-0.10","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","60.00407999999996","322.3","308.07114317029976","253.89","2","11","","",""
"","","","","","html-keyboard-response","38","134797","0.0-9.0-1.10","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","689.0026890237224","284.990368325617","2872.399999976158","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","134797","0.0-9.0-1.10","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","689.0026890237224","284.990368325617","2872.399999976158","","","","","","","","","","11","6","625","350"
"","","","","","html-keyboard-response","39","137805","0.0-9.0-0.11","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","62.000155999998704","322.3","296.07114317029976","371.46","3","12","","",""
"","","","","","html-keyboard-response","40","140526","0.0-9.0-1.11","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","294.0080217313006","303.99402908491595","2719.600000023842","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","40","140526","0.0-9.0-1.11","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","294.0080217313006","303.99402908491595","2719.600000023842","","","","","","","","","","12","2","375","350"
"","","","","","html-keyboard-response","41","143533","0.0-9.0-0.12","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","62.00595100000056","604.4000000000001","667.6211431702998","201.78","9","13","","",""
"","","","","","html-keyboard-response","42","147564","0.0-9.0-1.12","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","639.9900000000017","349.9900001826448","4030.7000000476837","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","42","147564","0.0-9.0-1.12","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","639.9900000000017","349.9900001826448","4030.7000000476837","","","","","","","","","","13","5","625","250"
"","","","","","html-keyboard-response","43","150569","0.0-9.0-0.13","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","59.01475000000001","500","453.67114317029973","210.33","5","14","","",""
"","","","","","html-keyboard-response","44","152494","0.0-9.0-1.13","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","482.0001980441567","306.0099980387333","1924.1000000238419","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","44","152494","0.0-9.0-1.13","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","482.0001980441567","306.0099980387333","1924.1000000238419","","","","","","","","","","14","4","500","350"
"","","","","","html-keyboard-response","45","155502","0.0-9.0-0.14","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","false","57.94124100000035","500","553.4711431702997","282.51","7","15","","",""
"","","","","","html-keyboard-response","46","158046","0.0-9.0-1.14","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","517.9920630247505","296.0060831261608","2542.399999976158","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","46","158046","0.0-9.0-1.14","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","517.9920630247505","296.0060831261608","2542.399999976158","","","","","","","","","","15","1","375","250"
"","","","","","html-keyboard-response","47","161058","0.0-9.0-0.15","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","null","","","","","","","","","","","","","null","","","fallScene","","","","","","","","","","","","true","60.97259999999951","322.3","296.07114317029976","371.46","3","16","","",""
"","","","","","html-keyboard-response","48","164029","0.0-9.0-1.15","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","","","","","","","705.0099999962781","307.00000862779103","2970.5","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","48","164029","0.0-9.0-1.15","63d94906463da95ed3d8e627","64d3ef96556dbe1f0e02b5aa","64db812ba6828320f065cd41","","","","","","","","","","","","","","","","","","reconstruct","","","","","","705.0099999962781","307.00000862779103","2970.5","","","","","","","","","","16","1","375","250"
