"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","view_history","triangle_prac_final_x","triangle_prac_final_y","trial_name","stimulus","ball_X_prac_occ","ball_Y_prac_occ","obstacle_X_prac_occ","obstacle_Y_prac_occ","triangle_final_x","triangle_final_y","response_time","obstacle_X_prac_occ_init","obstacle_Y_prac_occ_init","question_order","flipped","ball_X","obstacle_groundTruth_x","obstacle_groundTruth_y","stimulus_idx","obstacle_idx","obstacle_initial_x","obstacle_initial_y","final_to_initial_distance","initial_to_groundTruth_distance","final_to_groundTruth_distance","finalInBetweenInitGround"
"","","","","","html-keyboard-response","61","283070","0.0-8.0-0.5","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","604.4000000000001","667.6211431702998","201.78","9","","","","","","",""
"","","","","","html-keyboard-response","62","286214","0.0-8.0-1.5","","","","","","","","","","","","","","","","506.0004259279226","321.0099909251526","3143.2999999821186","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","62","286214","0.0-8.0-1.5","","","","","","","","","","reconstruct","","","","","","506.0004259279226","321.0099909251526","3143.2999999821186","","","","","","","","","2","375","350","134.16978877324385","328.0187522540336","200.84084987360615","true"
"","","","","","html-keyboard-response","63","289223","0.0-8.0-0.6","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","64","292049","0.0-8.0-1.6","","","","","","","","","","","","","","","","357.0099999406836","292.00003444306884","2824.7000000178814","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","64","292049","0.0-8.0-1.6","","","","","","","","","","reconstruct","","","","","","357.0099999406836","292.00003444306884","2824.7000000178814","","","","","","","","","2","375","350","60.72590968227158","104.84116268248488","51.822644152566454","true"
"","","","","","html-keyboard-response","65","295053","0.0-8.0-0.7","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","308.07114317029976","253.89","2","","","","","","",""
"","","","","","html-keyboard-response","66","298332","0.0-8.0-1.7","","","","","","","","","","","","","","","","306.9900002554103","296.000071471256","3278.9000000059605","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","66","298333","0.0-8.0-1.7","","","","","","","","","","reconstruct","","","","","","306.9900002554103","296.000071471256","3278.9000000059605","","","","","","","","","4","500","350","200.42168615824983","214.64812643942545","42.123947931274245","true"
"","","","","","html-keyboard-response","67","301335","0.0-8.0-0.8","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","322.3","379.3711431702997","245.25","1","","","","","","",""
"","","","","","html-keyboard-response","68","307631","0.0-8.0-1.8","","","","","","","","","","","","","","","","337.00999999998714","293.0000005069987","6295.799999982119","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","68","307631","0.0-8.0-1.8","","","","","","","","","","reconstruct","","","","","","337.00999999998714","293.0000005069987","6295.799999982119","","","","","","","","","5","625","250","291.18248598363414","245.67478056867253","63.83203740375278","false"
"","","","","","html-keyboard-response","69","310638","0.0-8.0-0.9","","","","null","","null","","","","fallScene","","","","","","","","","","","","false","500","479.92114317029973","330.87","6","","","","","","",""
"","","","","","html-keyboard-response","70","313649","0.0-8.0-1.9","","","","","","","","","","","","","","","","509.01","296.00000000207115","3009.9000000059605","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","70","313649","0.0-8.0-1.9","","","","","","","","","","reconstruct","","","","","","509.01","296.00000000207115","3009.9000000059605","","","","","","","","","2","375","350","144.4807257033834","106.65084708600553","45.410114418644206","false"
"","","","","","html-keyboard-response","71","316657","0.0-8.0-0.10","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","604.4000000000001","650.0211431702996","404.58000000000004","11","","","","","","",""
"","","","","","html-keyboard-response","72","319049","0.0-8.0-1.10","","","","","","","","","","","","","","","","340.0001","295.9900005000125","2391.699999988079","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","72","319049","0.0-8.0-1.10","","","","","","","","","","reconstruct","","","","","","340.0001","295.9900005000125","2391.699999988079","","","","","","","","","2","375","350","64.35893913046307","280.384745645512","328.48871396108586","false"
"","","","","","html-keyboard-response","73","322056","0.0-8.0-0.11","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","604.4000000000001","596.8711431702998","394.5","10","","","","","","",""
"","","","","","html-keyboard-response","74","325883","0.0-8.0-1.11","","","","","","","","","","","","","","","","445.0000000023269","305.01","3825.5999999940395","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","74","325883","0.0-8.0-1.11","","","","","","","","","","reconstruct","","","","","","445.0000000023269","305.01","3825.5999999940395","","","","","","","","","3","500","250","77.78881731806985","173.96628517940113","176.27621571598058","false"
"","","","","","html-keyboard-response","75","328888","0.0-8.0-0.12","","","","null","","null","","","","fallScene","","","","","","","","","","","","true","500","479.92114317029973","330.87","6","","","","","","",""
"","","","","","html-keyboard-response","76","333149","0.0-8.0-1.12","","","","","","","","","","","","","","","","549.0099994613407","295.0001037925542","4260.800000011921","","","","","","","","","","","","","","",""
